Me,Address,Count,Continent,sov_a3,Country,Mcount,Description,FeatureCount,Fee,longtitude,latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo,MuseumLoctation,MuseumTopic,Color,,,,,ColorCode
,"Museum & Art Gallery The Strand, Derby DE1 1BS, England",397,Europe,GBR,England,79,"Derby Museums is an independent trust and organisation run for, and on behalf of, the people of Derby. We provide a museums and arts service, accessible to everyone, and are responsible for the curation of all the artefacts and works of art entrusted to us, and the buildings in which these are held. Our aim as a new organisation is to bring as many of these objects into the public domain as is practically possible and exhibit them in ways that delight and inspire. We also run education and learning programmes, and hold events and exhibitions with the purpose of sharing knowledge and inspiring creativity and making amongst the people of Derby. As well as schools and student learning, we run many events for adults and groups, as well as families. Our collections and the information we hold about them are as unique as our location and history; we are a city continually shaped and driven by creativity and innovation, located in a valley that changed the world. The services we provide are also designed to promote the city: using its rich and important past to inspire its future.",0,NA,-1.4793369,52.9227129,NA,Derby Museum and Art Gallery,01332 641901,2,4.5,339,64,Museums,Art,Orange,,,,,
,"128 Cheltenham Road East | Meteor Business Park, Gloucester GL2 9QL, England",397,Europe,GBR,England,79,"Dedicated to the preservation of Gloucestershire's rich aviation heritage, Jet Age Museum is an all-volunteer, registered charity. We tell the story of the Gloster Aircraft Company, focussing on the first Allied jet flight. Our mission is the preserve the past and inspire the future by telling the stories of the people and places that put our County at the forefront of the aerospace industry.",0,NA,-2.1709333,51.8974933,1-2 hours ,Jet Age Museum,+44 1452 260078,2,5,296,68,Museums,Transportation,#bf7000,,,,,
,"41 Long Street, Devizes SN10 1NS, England",397,Europe,GBR,England,79,"Tells 500,000 years of Wiltshire's story told in award-winning galleries featuring high quality graphics and leading-edge reconstructions.* Gold from the time of Stonehenge- On display for the first time are dozens of spectacular treasures dating to the time of Stonehenge and worn by people who worshiped inside the stone circle.* Lots for children too- Follow Archie and Ollie on a gallery trail, build Stonehenge, examine the evidence under a microscope and try on Bronze Age clothes. * Saxon Wiltshire - the Making of the Kingdom of Wessex. New gallery featuring spectacular finds from pagan Saxon burials and evidence of the beginnings of Christianity in Wiltshire. * The Devizes Story - telling the fascinating story of our town - Devizes Castle, the Civil War Battle of Roundway and the bustling Georgian market town.",0,NA,-1.9933961,51.3496549,1-2 hours ,Wiltshire Museum,4.41E+11,2,4.5,244,25,Museums,History,Black,,,,,
,"Via Dino Ferrari 43, 41053 Maranello, Italy",397,Europe,ITA,Italy,37,,0,NA,10.8614778,44.5297334,NA,Museo Ferrari,0536 949713,2,4,"2,540",23,Museums,Transportation,#bf7000,,,,,
,"1-4-1, Yokoami, Sumida 130-0015, Tokyo Prefecture",122,Asia,JPN,Japan,31,This fascinating museum displays artifacts and architecture that tell a tale of Tokyo's history. Exhibits include replicas of an ancient Kabuki theatre and the original Edo Castle.,0,Yes ,139.796127,35.696662,2-3 hours ,Edo-Tokyo Museum,+81 3-3626-9974,2,4.5,"1,235",103,Museums,History,Black,,,,,
,"5-20 Takaramachi, Kure 737-0029, Hiroshima Prefecture",122,Asia,JPN,Japan,31,,0,NA,132.555847,34.2411466,NA,Yamato Museum,+81 823-25-3017,2,4.5,486,52,Museums,Transportation,#bf7000,,,,,
,"3-1-1 Omoromachi, Naha 900-0006 , Okinawa Prefecture",122,Asia,JPN,Japan,31,,0,NA,127.693849,26.2273138,NA,Okinawa Prefectural Museum & Art Museum,+81 98-941-8200,2,4,433,148,Museums,Art,Orange,,,,,
,"1285 Kozukayama, Sengokuhara, Ashigarashimo-gun, Hakone-machi 250-0631 , Kanagawa Prefecture",122,Asia,JPN,Japan,31,,0,NA,139.021107,35.26467,1-2 hours ,Pola Museum of Art,+81 460842111,2,4.5,425,91,Museums,Art,Orange,,,,,
,"Porscheplatz 1, 70435 Stuttgart, Baden-Wurttemberg, Germany",397,Europe,DEU,Germany,30,,0,NA,9.152288,48.8343438,NA,Porsche Museum,0711 911 20911,2,4.5,"2,535",129,Museums,Transportation,#bf7000,,,,,
,"Prinsengracht 267, 1016 GV Amsterdam, The Netherlands",397,Europe,NLD,The Netherlands,30,"Visit the hiding place where Anne Frank wrote her diary during the Second World War. From 9 AM to 3:30 PM the museum is only open to visitors with an online ticket for a particular timeslot. Tickets are made available on the website two months in advance. The Anne Frank House is a small museum with limited capacity. The demand for tickets is far greater than the number available. If you are unable to buy an online ticket, you can always from 3:30 PM until closing time visit the museum and buy a ticket at the museum entrance.",11,Yes ,4.8839895,52.375184,1-2 hours ,Anne Frank House,3.12E+10,2,4.5,"35,239",451,Historic Sites,History,Black,,,,,
,"Leidsestraatweg 57, 2594 BB, The Hague, The Netherlands",397,Europe,NLD,The Netherlands,30,"The Louwman Museum is home to the world's oldest private collection of motor cars, compiled by two generations of the Louwman family. The museum dates back to 1934 and now comprises over two hundred and fifty antique and classic motor cars. Experts regard the collection as one of the most beautiful in the World. The museum exudes passion. Each car has its own story to tell, its own contribution to history. The motor car is a mirror of culture. ",0,NA,4.350236,52.0999781,NA,Louwman Museum The Hague,+31 70 304 7373,2,4.5,"1,021",161,Museums,Transportation,#bf7000,,,,,
,"Groot Heiligland 62, 2011 ES Haarlem, The Netherlands",397,Europe,NLD,The Netherlands,30,"This small museum focuses on the works of Frans Hals, 17th-century portrait painter.",0,NA,4.6336818,52.3765968,More than 3 hours ,Frans Hals Museum,023-5115775,2,4.5,627,53,Museums,Art,Orange,,,,,
,"Emmasingel 31, 5611 AZ Eindhoven, The Netherlands",397,Europe,NLD,The Netherlands,30,,0,NA,5.4747232,51.4388625,NA,Philips Museum,31 40 235 90 30,2,4,390,58,Museums,Art,Orange,,,,,
,"Plaza Santisimo Cristo de La Sa 2 | Frente a la Iglesia San Felipe Neri, 29012 Malaga, Spain",397,Europe,ESP,Spain,23,"The museum is located in a crefully restored 18th century house, where we can browse through the history of humanity by means of the glass.",1,NA,-4.4217457,36.7259735,1-2 hours ,Museo del Vidrio y Cristal de Malaga,+34 952 22 02 71,2,5,"1,181",191,Museums,Art,Orange,,,,,
,"555 King Street West, Kingston, Ontario K7L 4V7, Canada",311,North America,CAN,Canada,18,"Housed in the former Warden's residence of Kingston Penitentiary, the museum offers a wide range of exhibits of artifacts from across Canada's federal Correctional system. Admission is by donation.",0,NA,-76.51368,44.2211015,<1 hour ,Canada's Penitentiary Museum,1.61E+10,2,4.5,507,91,Museums,History,Black,,,,,
,"470 Island Hwy, Campbell River, British Columbia V9W 2B7, Canada",311,North America,CAN,Canada,18,Through numerous exhibits and an extensive research library visitors can learn the history of northern Vancouver Island.,0,NA,-125.23607,50.0152611,NA,The Museum at Campbell River,+1 250-287-3103,2,4.5,238,38,Museums,History,Black,,,,,
,"Colline du Mardasson 5, Bastogne 6600, Belgium",397,Europe,BEL,Belgium,17,,0,NA,5.7390213,50.0093324,1-2 hours ,Bastogne War Museum,0032-61-210-220,2,4.5,804,16,Museums,History,Black,,,,,
2,"Hospital of the Knights, Rhodes Town 85100 , Greece",397,Europe,GRC,Greece,16,,0,36.44598,28.224072,36.44598,NA,Archaeological Museum of Rhodes (Hospital of the Knights),-155213,2,4.5,"1,405",89,Museums,History,Black,,,,,
2,"Ethniki Odos Amfissas - Livadias, Delphi 330 54, Greece",397,Europe,GRC,Greece,16,A museum containing some of the sculptures and artifacts excavated from the Oracle.,0,NA,22.4873212,38.4811264,2-3 hours ,Delphi Archaeological Museum,+(30) 2265 082312,2,4.5,"1,191",9,Museums,History,Black,,,,,
,"Thesi Plaka, Hersonissos, Crete 700 14, Greece",397,Europe,GRC,Greece,16,"The Cretan open- air Museum ""LYCHNOSTATIS"" is located at Hersonissos, by the sea- side. It consists of four main collections: Nature & Flora Collection, with gardens of fruit- trees, aromatic herbs, cactus, shrubs and plants, stones and minerals of Crete. Ethnographic Collection, with a presentation of Cretan traditional life (a stone- made farmhouse, a middleclass house, a chapel, an olive- oil press, a windmill, a shepherd's shelter, a threshing floor, a wine- vat, a raki- distillery, workshops of ceramics, weaving and plant- dyeing, an old school, a bee's & wax house).Art collection with works of folk artists exhibited in the Folk Artist's Gallery, the Open- Air Theatre and the Exhibitions' Room.Collection of pre-Industrial Technology with equipment (olive- oil press, windmill, carob-mill, herb-press) used in the past. The Museum organizes a range of educational programs and its Audiovisual Department produces films, CD- ROM's, DVD' s presented daily in the Multimedia & Conference room. It has also a Museum-shop and a cafe. The Museum was nominated for the European Museum of the Year Award in 2010 and honoured by the University of Crete in 1997 for its ecological activities. ""LYCHNOSTATIS"" is open for a daily visit with a guided- tour, from (Saturday closed).",0,NA,25.3406766,35.3340246,NA,Lychnostatis Open Air Museum,+30 2897 023660,2,4.5,803,35,Museums,History,Black,,,,,
2,"Manoli Andronikou 6 | Manoli Andronikou 6, 54013, Thessaloniki 54013, Greece",397,Europe,GRC,Greece,16,,0,40.625309,22.953875,40.625309,2-3 hours ,Archaeological Museum of Thessaloniki,3.02E+11,2,4.5,735,130,Museums,History,Black,,,,,
,"Sofokli Venizelou 27, Heraklion, Crete 71202, Greece",397,Europe,GRC,Greece,16,"The Historical Museum of Crete presents a comprehensive view of Cretan history from early Christian times to the present day. It was founded in 1953 by the Society of Cretan Historical Studies, which had been established two years earlier. The museum is housed in a two-storey neoclassical building, which was constructed in 1903 on the site of an earlier mansion belonging to the Kalokerinos family. The second building, designed by K. Tsandirakis, was clearly influenced by morphological features of the earlier one, and was later listed as a historical monument. The new museum extension to the west constituted an attempt to combine traditional and modern architecture. The original goal of those founding the Historical Museum of Crete was to collect and preserve valuable archaeological, ethnographic and historical material deriving from the medieval and modern periods in Cretan history. The process of enriching the collections, extending exhibition space and redefining the museum's aims has never ceased. Prolific research and publishing activity, the organisation of temporary exhibitions, educational programmes and the use of audiovisual media all form part of the modern educational role adopted by the Historical Museum of Crete over time. The same approach also includes the gradual re-organisation of the collections on display so as to appeal to a wider range of visitors, thus offering them the opportunity to understand the many facets of historical development on Crete from early Byzantine times to the present day.",0,NA,25.1308305,35.3419383,1-2 hours ,Historical Museum of Crete,+30 281 028 3219,2,4.5,427,68,Museums,History,Black,,,,,
,"No.1 Guanqian Road, Bei District, Taichung, Taiwan",122,Asia,TWN,China,11,,2,NA,120.666426,24.1574573,NA,National Museum of Natural Science,04-23226940,2,4.5,383,326,Museums,Science,Gray,,,,,
,"Jl. Terusan Sultan Agung Atas no. 2 | Kota Wisata, Batu 65314, Indonesia",122,Asia,IDN,Indonesia,11,"Terinspirasi dari bentuk penghargaan atas penciptaan alat transportasi di dunia. Kini, telah hadir museum transportasi modern pertama di Indonesia dan Asia yang memadukan unsur seni dan budaya. Museum Angkut Plus Movie Star Studio merupakan museum dengan konsep edukasi dan entertainment yang ditampilkan secara langsung. Letaknya yang nyaman dan asri dilereng gunung Panderman di areal seluas 3,8 hektar siap memanjakan anda dengan 300 lebih koleksi jenis angkutan mulai tradisional sampai modern yang dipadukan dengan berbagai landscape dan model bangunan eksotis dunia mulai dari benua Eropa sampai Amerika. Selain itu, pengunjung dapat bersantai menikmati suasana hidangan saung di Pasar Apung yang menjajakan berbagai kuliner dan handycraft khas Nusantara.",0,NA,112.528979,-7.8744131,More than 3 hours ,Museum Angkut,+62 341 595007,2,4.5,"1,032",39,Museums,Transportation,#bf7000,,,,,
